

Software Version	3.03.14



Experiment File Path:	C:\Users\Public\Documents\Experiments\CJM\2020-11-17-GAP_assay.xpt
Protocol File Path:	C:\Users\Public\Documents\Protocols\Tina\GAP_sensor_assay.prt



Plate Number	Plate 1
Date	11/17/2020
Time	5:56:00 PM
Reader Type:	Synergy H1
Reader Serial Number:	1803011C
Reading Type	Reader

Procedure Details

Plate Type	Costar 96 well half area
Set Temperature	Setpoint 30°C
Start Kinetic	Runtime 1:00:00 (HH:MM:SS), Interval 0:00:05, 721 Reads
    Read	Fluorescence Endpoint
	A1..A10
	Filter Set 1
	    Excitation: 425,  Emission: 457
	    Optics: Bottom,  Gain: 57
	Light Source: Xenon Flash,  Lamp Energy: High
	Read Speed: Normal,  Delay: 0 msec,  Measurements/Data Point: 5
	Read Height: 7 mm
End Kinetic	

Layout
	1	2	3	4	5	6	7	8	9	10	11	12
A	SPL1	SPL2	SPL3	SPL4	SPL5	SPL6	SPL7	SPL8	SPL9	SPL10			Well ID
B													Well ID
C													Well ID
D													Well ID
E													Well ID
F													Well ID
G													Well ID
H													Well ID

425,457

Time	T° 425,457	A1	A2	A3	A4	A5	A6	A7	A8	A9	A10
0:00:00	30.0	5141	4848	4773	4550	6717	6602	4573	4326	6552	6315
0:00:05	30.0	5256	4771	4813	4578	6685	6634	4672	4285	6604	6343
0:00:10	29.9	5346	4784	4915	4571	6627	6588	4764	4295	6573	6278
0:00:15	30.0	5480	4758	4927	4522	6763	6609	4788	4273	6607	6276
0:00:20	30.0	5589	4768	5014	4603	6755	6628	4836	4318	6681	6279
0:00:25	30.0	5730	4754	5041	4572	6817	6591	4996	4302	6720	6332
0:00:30	30.0	5883	4785	5110	4572	6792	6580	5027	4323	6796	6318
0:00:35	30.0	5923	4778	5186	4525	6814	6630	5039	4331	6811	6286
0:00:40	30.0	6061	4790	5251	4571	6944	6577	5246	4350	6901	6274
0:00:45	30.0	6255	4793	5288	4575	6956	6578	5240	4343	6890	6350
0:00:50	30.0	6353	4786	5372	4571	6953	6591	5373	4340	6929	6266
0:00:55	30.0	6488	4785	5353	4545	7000	6590	5403	4267	7066	6290
0:01:00	30.0	6538	4786	5376	4525	6988	6580	5534	4365	7055	6261
0:01:05	30.0	6731	4770	5473	4552	7091	6582	5563	4323	7059	6292
0:01:10	30.0	6858	4787	5502	4574	7068	6665	5610	4319	7104	6322
0:01:15	30.0	6974	4810	5606	4549	7081	6596	5721	4331	7133	6268
0:01:20	30.0	7099	4836	5644	4646	7157	6589	5805	4341	7132	6262
0:01:25	30.0	7256	4808	5736	4590	7111	6608	5868	4369	7261	6303
0:01:30	30.0	7339	4843	5730	4586	7177	6542	5919	4356	7275	6306
0:01:35	30.0	7390	4832	5822	4560	7233	6553	6053	4380	7310	6308
0:01:40	30.0	7644	4854	5896	4626	7259	6575	6131	4361	7383	6265
0:01:45	30.0	7642	4821	5907	4552	7314	6603	6227	4340	7499	6249
0:01:50	30.0	7790	4857	5956	4554	7362	6574	6257	4394	7507	6285
0:01:55	30.0	7940	4889	6145	4644	7324	6600	6295	4413	7609	6330
0:02:00	30.0	8066	4863	6097	4588	7323	6605	6419	4367	7598	6272
0:02:05	30.0	8214	4839	6215	4609	7397	6571	6533	4374	7659	6327
0:02:10	30.0	8267	4859	6280	4592	7392	6551	6611	4400	7630	6323
0:02:15	30.0	8419	4866	6326	4606	7455	6583	6638	4404	7743	6385
0:02:20	30.0	8535	4847	6408	4624	7485	6647	6702	4406	7858	6310
0:02:25	30.0	8643	4827	6494	4595	7499	6572	6782	4434	7867	6333
0:02:30	30.0	8826	4843	6516	4590	7583	6574	6892	4444	7855	6356
0:02:35	30.0	8879	4794	6588	4594	7563	6642	6996	4407	7980	6356
0:02:40	30.0	9002	4836	6682	4586	7655	6622	7031	4400	8117	6308
0:02:45	30.0	9166	4847	6738	4581	7678	6581	7143	4449	8115	6301
0:02:50	29.9	9333	4836	6813	4618	7692	6593	7168	4386	8165	6346
0:02:55	29.9	9390	4898	6826	4616	7746	6605	7227	4441	8164	6346
0:03:00	30.0	9498	4857	6951	4581	7752	6639	7344	4458	8243	6308
0:03:05	30.0	9613	4835	6950	4585	7788	6608	7421	4445	8250	6354
0:03:10	30.0	9777	4851	6978	4614	7868	6548	7427	4432	8297	6354
0:03:15	30.0	9920	4816	7052	4635	7906	6660	7442	4469	8335	6333
0:03:20	30.0	9873	4831	7109	4628	7883	6629	7554	4444	8394	6315
0:03:25	30.0	10097	4853	7164	4624	7957	6606	7611	4419	8458	6330
0:03:30	30.0	10261	4879	7249	4590	7899	6652	7631	4418	8500	6321
0:03:35	30.0	10354	4818	7246	4619	8016	6724	7705	4429	8518	6281
0:03:40	30.0	10491	4836	7295	4594	8133	6677	7737	4390	8581	6322
0:03:45	30.0	10596	4859	7374	4634	7985	6634	7731	4402	8714	6357
0:03:50	30.1	10722	4850	7455	4635	8104	6641	7860	4447	8694	6295
0:03:55	30.1	10788	4769	7501	4628	8085	6747	7908	4391	8797	6326
0:04:00	30.0	10946	4800	7494	4604	8179	6681	7941	4406	8844	6325
0:04:05	30.0	11044	4786	7602	4606	8196	6605	7906	4417	8860	6301
0:04:10	30.0	11175	4803	7634	4602	8183	6669	7910	4364	8876	6274
0:04:15	30.0	11295	4875	7627	4615	8159	6634	8089	4375	8929	6364
0:04:20	30.0	11384	4875	7715	4640	8286	6634	8031	4360	8979	6279
0:04:25	30.0	11506	4851	7834	4607	8377	6683	8041	4411	9113	6290
0:04:30	30.0	11586	4813	7761	4617	8314	6734	8075	4375	9092	6293
0:04:35	30.0	11751	4772	7909	4581	8417	6647	8178	4376	9138	6296
0:04:40	30.0	11888	4796	7886	4577	8459	6678	8135	4373	9244	6341
0:04:45	30.0	11896	4781	8049	4598	8510	6640	8266	4388	9230	6302
0:04:50	30.0	12041	4795	8021	4578	8386	6697	8238	4383	9303	6286
0:04:55	30.0	12192	4808	8059	4604	8509	6656	8264	4381	9323	6342
0:05:00	30.0	12350	4818	8121	4592	8581	6690	8286	4331	9476	6269
0:05:05	30.0	12366	4816	8146	4596	8636	6641	8310	4426	9451	6245
0:05:10	30.0	12500	4781	8245	4608	8589	6668	8235	4379	9545	6324
0:05:15	30.0	12635	4801	8307	4579	8673	6690	8310	4361	9587	6318
0:05:20	30.0	12730	4782	8358	4584	8747	6696	8303	4349	9644	6286
0:05:25	30.0	12802	4794	8381	4615	8775	6673	8337	4354	9642	6252
0:05:30	30.0	12826	4807	8485	4573	8705	6594	8324	4357	9659	6282
0:05:35	30.0	12921	4820	8526	4615	8892	6682	8274	4349	9774	6291
0:05:40	30.0	13134	4835	8651	4581	8858	6620	8343	4351	9835	6342
0:05:45	30.0	13123	4807	8605	4611	8830	6659	8304	4336	9848	6335
0:05:50	30.0	13208	4794	8727	4560	8982	6672	8358	4357	9915	6270
0:05:55	30.0	13344	4811	8684	4630	8958	6680	8383	4337	9941	6261
0:06:00	30.0	13621	4831	8758	4646	9002	6639	8413	4364	9901	6346
0:06:05	30.0	13589	4834	8912	4574	9016	6722	8422	4335	10010	6298
0:06:10	30.0	13760	4788	8857	4566	9053	6684	8396	4346	10086	6291
0:06:15	30.0	13648	4792	8946	4642	9095	6637	8417	4361	10149	6305
0:06:20	30.0	13944	4793	8935	4559	9055	6633	8359	4338	10148	6291
0:06:25	30.0	13924	4801	9011	4654	9131	6667	8481	4368	10190	6350
0:06:30	30.0	14100	4772	9103	4615	9188	6687	8387	4368	10230	6290
0:06:35	30.0	14122	4822	9133	4564	9292	6659	8409	4373	10228	6354
0:06:40	30.0	14253	4796	9157	4583	9333	6593	8386	4353	10284	6341
0:06:45	30.0	14208	4843	9256	4624	9372	6663	8427	4363	10363	6303
0:06:50	30.0	14358	4820	9351	4604	9315	6638	8333	4370	10324	6338
0:06:55	30.0	14377	4790	9356	4583	9316	6647	8454	4371	10334	6307
0:07:00	30.0	14545	4826	9504	4580	9418	6647	8346	4396	10349	6327
0:07:05	30.0	14502	4830	9473	4579	9409	6613	8339	4392	10417	6329
0:07:10	30.0	14679	4839	9532	4591	9439	6667	8410	4404	10443	6268
0:07:15	30.0	14586	4793	9563	4556	9537	6636	8330	4369	10527	6306
0:07:20	30.0	14736	4797	9652	4588	9551	6644	8376	4328	10537	6276
0:07:25	30.0	14815	4827	9676	4614	9551	6655	8343	4382	10539	6319
0:07:30	30.0	14876	4780	9746	4578	9591	6665	8355	4337	10585	6361
0:07:35	30.0	14933	4767	9749	4578	9647	6639	8404	4348	10559	6284
0:07:40	30.0	14957	4826	9863	4587	9666	6656	8447	4381	10631	6329
0:07:45	30.0	14996	4814	9801	4565	9780	6640	8411	4368	10695	6277
0:07:50	30.0	15091	4809	9894	4579	9724	6641	8450	4334	10716	6294
0:07:55	30.0	15165	4764	9965	4593	9785	6619	8342	4342	10644	6307
0:08:00	30.0	15100	4821	9884	4599	9846	6627	8461	4361	10706	6271
0:08:05	30.0	15245	4814	10135	4594	9855	6696	8371	4372	10668	6319
0:08:10	30.0	15150	4799	10079	4623	9871	6646	8320	4318	10731	6326
0:08:15	30.0	15156	4802	10200	4579	9926	6638	8407	4354	10738	6284
0:08:20	30.0	15233	4830	10230	4589	9924	6622	8289	4371	10739	6298
0:08:25	30.0	15203	4860	10204	4585	10014	6637	8397	4357	10719	6266
0:08:30	30.0	15266	4777	10321	4599	10074	6701	8329	4389	10686	6301
0:08:35	30.0	15323	4825	10327	4590	10043	6600	8328	4349	10767	6334
0:08:40	30.0	15282	4787	10463	4582	10141	6645	8336	4379	10757	6259
0:08:45	30.0	15371	4829	10423	4607	10152	6681	8351	4347	10814	6331
0:08:50	30.0	15337	4808	10426	4633	10248	6637	8346	4365	10788	6284
0:08:55	30.0	15317	4791	10565	4551	10251	6620	8328	4322	10839	6306
0:09:00	30.0	15313	4846	10599	4613	10336	6646	8336	4332	10922	6306
0:09:05	30.0	15359	4821	10604	4594	10337	6641	8308	4328	10800	6300
0:09:10	30.0	15255	4821	10678	4566	10332	6714	8312	4369	10789	6314
0:09:15	30.0	15320	4806	10654	4596	10385	6713	8230	4376	10754	6374
0:09:20	30.0	15338	4827	10715	4558	10469	6610	8321	4325	10799	6285
0:09:25	30.0	15280	4806	10668	4573	10462	6624	8336	4350	10871	6287
0:09:30	30.0	15419	4821	10802	4585	10584	6677	8315	4333	10758	6324
0:09:35	30.0	15290	4834	10795	4575	10585	6637	8311	4354	10847	6284
0:09:40	30.0	15314	4810	10954	4573	10575	6691	8289	4374	10830	6343
0:09:45	30.0	15480	4809	10923	4598	10606	6664	8297	4360	10800	6285
0:09:50	30.0	15276	4810	10886	4562	10619	6655	8379	4345	10784	6311
0:09:55	30.0	15450	4801	10983	4585	10722	6651	8268	4360	10861	6240
0:10:00	30.0	15213	4787	11047	4654	10759	6653	8345	4326	10792	6314
0:10:05	30.0	15373	4822	10963	4578	10789	6616	8275	4367	10809	6342
0:10:10	30.0	15271	4805	11135	4617	10842	6637	8298	4406	10853	6314
0:10:15	30.0	15190	4772	11076	4589	10879	6605	8268	4351	10735	6287
0:10:20	30.0	15294	4823	11169	4644	10898	6643	8250	4331	10854	6337
0:10:25	30.0	15303	4845	11143	4602	10881	6687	8210	4329	10823	6301
0:10:30	30.0	15223	4787	11121	4619	10968	6716	8266	4299	10790	6328
0:10:35	30.0	15264	4790	11163	4621	11008	6626	8206	4345	10889	6344
0:10:40	30.0	15388	4794	11252	4606	11064	6658	8267	4362	10777	6304
0:10:45	30.0	15329	4827	11242	4592	11034	6710	8247	4323	10848	6336
0:10:50	30.0	15214	4824	11306	4614	11132	6669	8241	4342	10785	6362
0:10:55	30.0	15242	4808	11167	4604	11152	6691	8282	4369	10750	6294
0:11:00	30.0	15421	4826	11167	4610	11284	6659	8278	4326	10775	6376
0:11:05	30.0	15250	4819	11372	4614	11252	6668	8211	4356	10887	6323
0:11:10	30.0	15228	4848	11292	4598	11283	6655	8220	4365	10737	6354
0:11:15	30.0	15292	4829	11284	4589	11324	6683	8252	4341	10804	6288
0:11:20	30.0	15211	4778	11344	4619	11336	6744	8316	4315	10827	6343
0:11:25	30.0	15393	4893	11330	4604	11475	6661	8254	4342	10772	6338
0:11:30	30.0	15353	4894	11404	4569	11453	6669	8270	4360	10762	6367
0:11:35	30.0	15340	4787	11413	4608	11506	6656	8285	4369	10792	6340
0:11:40	30.0	15437	4825	11337	4632	11537	6653	8255	4336	10789	6350
0:11:45	30.0	15228	4840	11427	4634	11600	6675	8273	4318	10803	6305
0:11:50	30.0	15231	4834	11260	4584	11580	6705	8230	4366	10874	6379
0:11:55	30.0	15338	4827	11372	4634	11664	6654	8286	4308	10761	6278
0:12:00	30.0	15378	4831	11471	4622	11599	6635	8269	4347	10799	6367
0:12:05	30.0	15207	4796	11280	4615	11734	6689	8214	4314	10752	6343
0:12:10	30.0	15267	4802	11338	4648	11782	6746	8175	4311	10818	6346
0:12:15	30.0	15247	4845	11428	4642	11838	6601	8267	4367	10844	6333
0:12:20	30.0	15259	4847	11335	4632	11785	6638	8279	4345	10799	6338
0:12:25	30.0	15249	4799	11477	4668	11900	6743	8172	4344	10761	6331
0:12:30	30.0	15219	4826	11350	4602	11917	6678	8217	4315	10837	6332
0:12:35	30.0	15246	4826	11380	4644	11898	6727	8207	4351	10774	6382
0:12:40	30.0	15182	4801	11462	4611	11931	6765	8233	4343	10792	6325
0:12:45	30.0	15241	4821	11467	4636	11945	6688	8171	4319	10752	6331
0:12:50	30.1	15206	4816	11328	4618	12053	6673	8243	4318	10790	6310
0:12:55	30.0	15280	4839	11398	4631	12112	6703	8186	4374	10703	6354
0:13:00	30.1	15258	4824	11362	4574	12188	6644	8173	4340	10806	6328
0:13:05	30.0	15260	4794	11407	4634	12257	6727	8214	4312	10701	6325
0:13:10	30.0	15174	4852	11349	4607	12168	6640	8198	4284	10801	6311
0:13:15	30.0	15123	4843	11485	4588	12345	6698	8230	4376	10775	6327
0:13:20	30.0	15122	4858	11327	4615	12245	6691	8158	4347	10716	6367
0:13:25	30.0	15213	4832	11484	4651	12358	6666	8209	4350	10702	6327
0:13:30	30.0	15227	4859	11408	4617	12534	6680	8249	4304	10618	6322
0:13:35	30.0	15085	4853	11417	4596	12484	6711	8159	4331	10796	6333
0:13:40	30.0	15206	4844	11334	4638	12532	6762	8253	4337	10772	6340
0:13:45	30.0	15231	4807	11418	4641	12533	6727	8162	4380	10769	6362
0:13:50	30.0	15295	4853	11354	4606	12608	6708	8170	4338	10777	6367
0:13:55	30.0	15133	4829	11400	4587	12589	6691	8183	4316	10755	6350
0:14:00	30.0	15089	4859	11397	4623	12500	6679	8162	4366	10646	6354
0:14:05	30.0	15212	4849	11291	4617	12609	6735	8183	4336	10739	6314
0:14:10	30.0	15237	4859	11425	4601	12637	6714	8181	4301	10709	6354
0:14:15	30.0	15149	4831	11327	4625	12703	6778	8208	4298	10750	6288
0:14:20	30.0	15062	4832	11358	4631	12830	6687	8154	4370	10753	6360
0:14:25	30.0	15151	4863	11430	4663	12866	6756	8176	4338	10714	6325
0:14:30	30.0	15118	4853	11335	4603	12816	6677	8222	4320	10771	6373
0:14:35	30.0	15141	4796	11400	4618	12917	6709	8282	4341	10750	6347
0:14:40	30.0	15061	4872	11410	4631	12884	6756	8125	4355	10712	6333
0:14:45	30.0	15056	4857	11331	4609	12956	6722	8153	4322	10642	6333
0:14:50	30.0	15002	4884	11437	4635	13054	6746	8156	4321	10638	6298
0:14:55	30.0	15023	4849	11392	4633	13046	6777	8149	4341	10701	6365
0:15:00	30.0	15113	4857	11391	4660	13181	6691	8150	4374	10672	6384
0:15:05	30.0	15146	4875	11370	4641	13184	6742	8215	4371	10739	6302
0:15:10	30.0	15076	4846	11478	4598	13117	6709	8174	4314	10742	6291
0:15:15	30.0	15028	4823	11422	4639	13242	6694	8202	4324	10799	6345
0:15:20	30.0	15037	4868	11319	4610	13214	6768	8177	4344	10662	6331
0:15:25	30.0	15139	4826	11356	4670	13300	6746	8157	4329	10742	6300
0:15:30	30.0	15038	4854	11358	4647	13376	6774	8151	4302	10697	6314
0:15:35	30.0	15082	4845	11413	4626	13401	6762	8145	4296	10654	6325
0:15:40	30.0	15112	4846	11432	4616	13408	6703	8152	4338	10721	6368
0:15:45	30.0	15127	4852	11333	4651	13458	6727	8138	4348	10739	6280
0:15:50	30.0	15144	4902	11385	4643	13509	6662	8128	4340	10769	6340
0:15:55	30.0	14945	4832	11391	4657	13620	6693	8126	4377	10703	6355
0:16:00	30.0	15037	4926	11297	4674	13548	6706	8222	4313	10671	6373
0:16:05	30.0	15126	4874	11262	4670	13573	6725	8124	4329	10725	6338
0:16:10	30.0	14990	4866	11283	4653	13556	6811	8089	4316	10717	6317
0:16:15	30.0	14989	4901	11289	4636	13691	6754	8152	4334	10695	6331
0:16:20	30.0	15164	4910	11414	4640	13724	6776	8179	4355	10677	6340
0:16:25	30.0	15046	4878	11357	4637	13800	6694	8130	4352	10737	6342
0:16:30	30.0	15147	4921	11322	4668	13900	6737	8156	4301	10740	6312
0:16:35	30.0	15039	4869	11316	4632	13889	6723	8186	4314	10731	6342
0:16:40	30.0	14977	4895	11409	4686	13923	6730	8085	4301	10704	6354
0:16:45	30.0	15012	4871	11364	4674	13872	6726	8156	4356	10683	6307
0:16:50	30.0	15066	4863	11303	4684	13984	6775	8189	4311	10693	6282
0:16:55	30.0	14966	4868	11361	4669	14011	6765	8167	4329	10733	6320
0:17:00	30.1	15073	4897	11346	4631	14023	6736	8199	4352	10745	6335
0:17:05	30.0	15017	4904	11421	4615	14209	6758	8190	4355	10704	6360
0:17:10	30.0	15086	4901	11319	4648	14130	6764	8155	4326	10687	6341
0:17:15	30.0	14918	4883	11356	4681	14244	6793	8086	4334	10662	6345
0:17:20	30.0	15046	4898	11310	4642	14148	6771	8120	4311	10679	6357
0:17:25	30.0	15044	4927	11330	4661	14282	6790	8078	4331	10688	6313
0:17:30	30.0	15041	4888	11282	4617	14348	6740	8152	4359	10688	6356
0:17:35	30.0	14963	4907	11278	4634	14324	6720	8125	4327	10699	6370
0:17:40	30.0	15035	4881	11325	4657	14309	6754	8122	4339	10744	6350
0:17:45	30.0	14925	4929	11331	4649	14518	6749	8175	4336	10776	6324
0:17:50	30.0	15052	4888	11319	4669	14519	6796	8152	4330	10720	6318
0:17:55	30.1	14999	4918	11308	4619	14431	6762	8068	4309	10686	6357
0:18:00	30.0	15109	4919	11360	4650	14471	6795	8117	4349	10721	6359
0:18:05	30.0	14919	4865	11378	4695	14508	6779	8150	4293	10637	6363
0:18:10	30.0	15098	4845	11367	4684	14620	6815	8160	4338	10651	6291
0:18:15	30.0	14988	4870	11393	4677	14623	6741	8082	4325	10690	6363
0:18:20	30.0	14940	4888	11390	4677	14642	6767	8083	4361	10657	6341
0:18:25	30.0	15052	4954	11340	4656	14625	6753	8108	4365	10663	6296
0:18:30	30.0	14948	4877	11399	4680	14750	6799	8045	4375	10726	6369
0:18:35	30.0	14970	4885	11446	4675	14762	6752	8114	4365	10719	6327
0:18:40	29.9	14990	4896	11351	4676	14806	6772	8104	4362	10660	6362
0:18:45	30.0	14996	4896	11382	4674	14878	6726	8144	4391	10653	6374
0:18:50	30.0	14927	4866	11357	4667	14950	6773	8151	4350	10653	6360
0:18:55	30.0	15019	4886	11241	4691	14933	6775	8093	4334	10695	6308
0:19:00	30.0	14985	4915	11269	4669	14880	6762	8080	4325	10645	6344
0:19:05	30.0	15009	4935	11291	4647	14903	6726	8077	4400	10705	6332
0:19:10	30.0	14933	4892	11387	4670	14959	6757	8133	4355	10585	6310
0:19:15	30.0	15005	4921	11264	4640	14871	6775	8151	4343	10662	6304
0:19:20	30.0	14875	4921	11353	4664	14963	6825	8052	4335	10677	6309
0:19:25	30.0	14947	4920	11283	4643	14980	6812	8131	4387	10617	6369
0:19:30	30.0	14974	4901	11287	4694	15109	6813	8057	4377	10578	6355
0:19:35	30.0	14971	4928	11346	4675	15053	6732	8122	4400	10629	6247
0:19:40	30.1	14956	4950	11300	4701	15127	6775	8117	4327	10601	6333
0:19:45	30.1	14888	4929	11349	4731	15150	6738	8134	4373	10590	6278
0:19:50	30.0	15038	4929	11412	4691	15132	6808	8143	4345	10682	6328
0:19:55	30.0	14956	4912	11338	4655	15140	6789	8080	4368	10554	6380
0:20:00	30.0	15004	4880	11315	4677	15329	6815	8101	4367	10674	6347
0:20:05	30.0	15008	4951	11373	4678	15135	6818	8106	4307	10637	6344
0:20:10	30.0	14806	4914	11410	4660	15283	6810	8081	4357	10636	6338
0:20:15	30.0	14883	4918	11305	4641	15213	6815	8054	4326	10669	6389
0:20:20	30.0	14874	4914	11393	4705	15385	6826	8163	4316	10575	6338
0:20:25	30.0	15011	4869	11283	4690	15312	6760	8153	4318	10603	6411
0:20:30	30.0	14966	4897	11346	4683	15389	6758	8104	4344	10698	6296
0:20:35	30.0	14851	4894	11324	4694	15390	6820	8058	4349	10588	6356
0:20:40	30.1	15005	4922	11347	4695	15350	6836	8111	4347	10663	6339
0:20:45	30.1	14832	4908	11302	4647	15264	6808	8002	4350	10690	6352
0:20:50	30.0	14894	4909	11298	4703	15386	6733	8049	4350	10579	6370
0:20:55	30.0	14851	4929	11301	4689	15478	6819	8084	4309	10627	6376
0:21:00	30.0	14875	4905	11330	4675	15484	6790	8094	4327	10699	6348
0:21:05	30.0	14911	4967	11405	4670	15454	6831	8037	4333	10613	6359
0:21:10	30.0	14901	4877	11343	4657	15571	6797	8084	4325	10666	6344
0:21:15	30.0	14941	4903	11288	4724	15523	6849	8069	4372	10557	6332
0:21:20	30.0	14851	4946	11360	4727	15438	6844	8069	4350	10643	6368
0:21:25	30.0	14908	4950	11364	4718	15570	6763	8127	4319	10683	6341
0:21:30	30.0	14927	4914	11266	4698	15552	6807	8052	4341	10600	6342
0:21:35	30.0	14919	4922	11479	4693	15531	6876	8061	4311	10572	6328
0:21:40	30.0	14848	4900	11253	4689	15670	6843	8051	4362	10560	6363
0:21:45	30.0	14876	4911	11329	4671	15576	6875	8102	4339	10656	6349
0:21:50	30.0	14801	4957	11269	4718	15446	6807	8023	4334	10724	6325
0:21:55	30.0	14859	4916	11391	4680	15553	6772	8049	4325	10615	6356
0:22:00	30.0	14809	4918	11249	4677	15597	6857	8091	4361	10691	6337
0:22:05	30.0	14894	4916	11312	4671	15503	6820	8031	4339	10658	6338
0:22:10	30.0	14861	4924	11305	4667	15696	6867	7990	4379	10578	6344
0:22:15	30.0	14850	4958	11291	4694	15518	6773	8053	4306	10638	6345
0:22:20	30.0	14827	4911	11353	4649	15543	6821	8055	4354	10588	6367
0:22:25	30.0	14956	4963	11250	4683	15730	6844	8079	4346	10682	6355
0:22:30	30.0	14808	4949	11294	4721	15677	6819	8022	4333	10636	6357
0:22:35	30.0	14843	4941	11215	4653	15679	6849	8083	4399	10609	6361
0:22:40	30.0	14924	4895	11263	4708	15750	6842	8044	4313	10544	6372
0:22:45	30.0	14881	4915	11356	4749	15624	6868	8133	4358	10690	6301
0:22:50	30.0	14829	4954	11273	4684	15512	6877	8050	4366	10690	6369
0:22:55	30.0	14785	4944	11235	4720	15521	6835	8013	4343	10561	6333
0:23:00	30.0	14794	4913	11378	4658	15612	6831	8067	4379	10646	6357
0:23:05	30.0	14826	4933	11333	4695	15637	6829	8040	4343	10664	6383
0:23:10	30.0	14791	4946	11317	4661	15628	6876	8021	4349	10567	6363
0:23:15	30.0	14827	4937	11380	4640	15660	6897	8022	4346	10552	6314
0:23:20	30.0	14888	4931	11400	4727	15592	6855	8055	4355	10517	6332
0:23:25	30.0	14875	4947	11218	4744	15666	6852	7975	4371	10596	6373
0:23:30	30.0	14830	4935	11369	4694	15623	6878	8043	4315	10519	6382
0:23:35	30.0	14876	4945	11295	4719	15637	6872	8071	4330	10636	6340
0:23:40	30.0	14804	4954	11372	4701	15592	6881	8002	4379	10626	6363
0:23:45	30.0	14887	4918	11259	4740	15655	6806	8041	4356	10605	6343
0:23:50	30.0	14741	4948	11304	4691	15614	6859	8019	4385	10575	6385
0:23:55	30.0	14820	4959	11320	4727	15618	6798	8054	4406	10702	6387
0:24:00	30.0	14828	4944	11246	4739	15611	6871	8057	4360	10556	6378
0:24:05	30.0	14812	4990	11255	4723	15617	6868	7988	4360	10566	6352
0:24:10	30.0	14872	4946	11359	4687	15585	6887	8058	4300	10566	6392
0:24:15	30.0	14874	4938	11232	4656	15608	6883	8004	4366	10609	6317
0:24:20	30.0	14810	4947	11320	4713	15758	6833	8041	4370	10645	6347
0:24:25	30.0	14851	4926	11295	4689	15615	6848	8052	4309	10539	6346
0:24:30	30.0	14761	4937	11303	4744	15696	6906	8016	4340	10679	6367
0:24:35	30.0	14815	4961	11354	4707	15675	6818	7991	4317	10505	6384
0:24:40	30.0	14841	4921	11325	4725	15584	6800	7991	4365	10566	6381
0:24:45	30.0	14899	4972	11312	4736	15642	6952	7990	4331	10554	6335
0:24:50	30.0	14867	4927	11377	4703	15664	6800	8018	4326	10623	6381
0:24:55	30.0	14917	4911	11372	4738	15671	6864	7976	4325	10593	6390
0:25:00	30.0	14753	4977	11349	4739	15621	6907	8058	4343	10605	6313
0:25:05	30.0	14789	4960	11426	4730	15702	6892	8043	4343	10532	6335
0:25:10	30.0	14799	4954	11270	4759	15722	6888	8014	4371	10547	6349
0:25:15	30.0	14755	4985	11390	4711	15677	6867	8015	4365	10535	6315
0:25:20	30.0	14795	4953	11266	4736	15834	6829	8005	4339	10544	6378
0:25:25	30.0	14847	4969	11332	4726	15659	6839	8054	4370	10575	6358
0:25:30	30.0	14877	4957	11338	4725	15647	6876	7964	4367	10542	6333
0:25:35	30.0	14814	4985	11258	4733	15676	6871	7992	4333	10546	6361
0:25:40	30.0	14862	4948	11327	4690	15609	6927	8028	4332	10523	6337
0:25:45	30.0	14814	4933	11216	4724	15804	6879	8046	4367	10646	6319
0:25:50	30.0	14817	4959	11342	4737	15652	6888	8038	4310	10547	6386
0:25:55	30.0	14787	4960	11344	4704	15678	6898	8056	4366	10586	6321
0:26:00	30.0	14847	4956	11243	4717	15680	6856	8044	4368	10698	6317
0:26:05	30.0	14795	4965	11253	4729	15685	6841	8023	4370	10597	6339
0:26:10	30.0	14796	5007	11362	4713	15719	6905	8059	4385	10589	6394
0:26:15	30.1	14770	4968	11375	4751	15798	6873	8033	4351	10530	6376
0:26:20	30.1	14724	4954	11284	4775	15654	6909	7974	4350	10628	6388
0:26:25	30.0	14730	4949	11446	4721	15588	6888	7991	4392	10587	6324
0:26:30	30.0	14804	4935	11276	4742	15778	6864	8029	4334	10557	6339
0:26:35	30.0	14757	4985	11246	4760	15652	6920	7982	4368	10591	6370
0:26:40	30.0	14697	4989	11188	4776	15628	6890	8016	4361	10593	6390
0:26:45	30.0	14757	4976	11442	4726	15748	6871	8030	4360	10527	6382
0:26:50	30.0	14921	4972	11319	4727	15664	6969	8013	4369	10637	6392
0:26:55	30.0	14738	5034	11316	4699	15708	6897	7978	4339	10612	6339
